id,name,now_cost,position,team,expected_goals_conceded_per_90,ep_next,cost_change_start_fall,expected_goal_involvements_per_90,creativity,selected_rank,now_cost_rank,status,creativity_rank,bps,in_dreamteam,red_cards,bonus,goals_scored,ict_index_rank,chance_of_playing_next_round,threat_rank,now_cost_rank_type,goals_conceded_per_90,expected_goals_per_90,yellow_cards,expected_assists_per_90,own_goals,saves,ep_this,chance_of_playing_this_round,direct_freekicks_order,transfers_out,starts_per_90,clean_sheets_per_90,points_per_game_rank_type,threat_rank_type,creativity_rank_type,points_per_game_rank,transfers_in,form_rank_type,expected_goals,value_form,transfers_in_event,news_added,transfers_out_event,dreamteam_count,influence_rank_type,clean_sheets,saves_per_90,expected_goals_conceded,total_points,form_rank,penalties_saved,points_per_game,assists,cost_change_event,news,influence_rank,region,web_name,expected_goal_involvements,goals_conceded,selected_by_percent,cost_change_start,influence,form,corners_and_indirect_freekicks_order,cost_change_event_fall,ict_index_rank_type,value_season,expected_assists,ict_index,starts,penalties_missed,penalties_order,event_points,selected_rank_type,minutes,threat
296,Victor Kristiansen,45,DEF,Leicester,2.01,0.7,0,0.05,172.4,426,412,a,69,94,False,0,0,0,126,100.0,360,81,1.9,0.0,1,0.05,1,0,0.2,100.0,,12879,1.05,0.1,107,121,14,327,8481,89,0.00,0.2,123,2024-10-27T22:00:06.301413Z,141,0,28,1,0.0,21.12,14,282,0,1.3,0,0,,83,58.0,Kristiansen,0.57,20,0.1,0,212.0,0.7,4.0,0,30,3.1,0.57,38.8,11,0,,1,155,947,4.0
297,Wanya Marçal-Madivádua,45,MID,Leicester,0.0,0.0,0,0.0,0.0,607,404,u,582,0,False,0,0,0,587,0.0,560,243,0.0,0.0,0,0.0,0,0,0.0,0.0,,4154,0.0,0.0,247,237,246,590,754,202,0.00,0.0,0,2024-08-31T06:21:32.289998Z,22,0,241,0,0.0,0.00,0,534,0,0.0,0,0,Loaned to De Graafschap,583,,Marcal,0.00,0,0.0,0,0.0,0.0,,0,244,0.0,0.00,0.0,0,0,,0,262,0,0.0
298,Stephy Mavididi,53,MID,Leicester,1.9,0.7,2,0.4,161.1,240,149,a,82,100,False,0,3,2,123,,103,86,1.58,0.14,2,0.26,0,0,0.2,,1.0,159215,1.0,0.14,69,67,62,160,162985,149,0.97,0.1,393,,4070,0,76,1,0.0,13.22,30,298,0,2.7,0,0,,193,241.0,Mavididi,2.79,11,0.6,-2,126.6,0.7,,0,74,5.7,1.82,39.7,7,0,4.0,1,78,627,113.0
299,Kasey McAteer,47,MID,Leicester,1.77,1.3,3,0.08,4.7,545,340,a,373,18,False,0,0,0,394,,301,221,0.85,0.07,0,0.01,0,0,0.8,,,4252,0.85,0.0,165,166,201,339,2287,103,0.08,0.3,226,,62,0,192,0,0.0,2.09,7,209,0,1.2,0,0,,396,104.0,McAteer,0.09,1,0.0,-3,9.8,1.3,,0,195,1.5,0.01,2.7,1,0,,2,218,106,15.0
300,Wilfred Ndidi,50,MID,Leicester,1.84,1.7,0,0.21,148.1,274,201,a,93,170,False,0,1,0,60,,78,126,1.74,0.11,4,0.1,1,0,1.2,,,83404,1.1,0.09,65,48,69,156,102538,87,1.18,0.3,428,,2436,1,14,1,0.0,20.17,32,186,0,2.7,4,0,,49,157.0,Ndidi,2.29,19,0.4,0,261.8,1.7,,0,38,6.4,1.11,56.2,12,0,,1,89,985,154.0
301,Caleb Okoli,40,DEF,Leicester,2.21,0.3,0,0.02,7.1,190,641,a,361,78,False,0,1,0,215,,233,188,1.88,0.02,1,0.0,0,0,-0.2,,,59668,1.0,0.12,82,65,117,259,159896,97,0.14,0.1,1935,,2576,0,27,1,0.0,17.68,14,309,0,1.8,0,0,,82,106.0,Okoli,0.18,15,1.2,0,212.6,0.3,,0,65,3.5,0.04,25.5,8,0,,1,72,720,36.0
302,Ricardo Barbosa Pereira,42,DEF,Leicester,1.28,0.0,3,0.02,5.7,443,574,i,368,10,False,0,0,0,401,0.0,369,151,2.47,0.0,1,0.02,0,0,0.0,0.0,,17480,1.23,0.0,124,125,123,363,4258,80,0.00,0.2,19,2024-11-10T23:00:07.847243Z,366,0,138,0,0.0,2.08,2,272,0,1.0,0,0,Hamstring injury - Expected back 01 Mar,386,173.0,Ricardo,0.03,4,0.1,-3,13.8,0.7,,0,133,0.5,0.03,2.2,2,0,,0,160,146,2.0
303,Harry Souttar,40,DEF,Leicester,0.0,0.0,0,0.0,0.0,634,606,u,455,0,False,0,0,0,474,0.0,415,169,0.0,0.0,0,0.0,0,0,0.0,0.0,,1328,0.0,0.0,160,144,162,476,0,133,0.00,0.0,0,2024-08-07T08:21:01.638839Z,9,0,163,0,0.0,0.00,0,389,0,0.0,0,0,Season long loan to Sheffield United,470,,Souttar,0.00,0,0.0,0,0.0,0.0,,0,163,0.0,0.00,0.0,0,0,,0,212,0,0.0
304,Jakub Stolarczyk,40,GKP,Leicester,0.0,0.0,0,0.0,0.0,528,627,i,472,0,False,0,0,0,490,0.0,433,61,0.0,0.0,0,0.0,0,0,0.0,0.0,,3938,0.0,0.0,50,23,32,491,3577,44,0.00,0.0,34,2024-07-25T11:00:04.015354Z,46,0,50,0,0.0,0.00,0,408,0,0.0,0,0,Ankle injury - Expected back 25 Jan,486,172.0,Stolarczyk,0.00,0,0.0,0,0.0,0.0,,0,50,0.0,0.00,0.0,0,0,,0,66,0,0.0
305,Luke Thomas,39,DEF,Leicester,0.0,0.0,1,0.0,0.0,185,677,a,433,0,False,0,0,0,453,,391,220,0.0,0.0,0,0.0,0,0,-0.5,,,57282,0.0,0.0,152,132,152,456,120784,120,0.00,0.0,6988,,2808,0,154,0,0.0,0.00,0,364,0,0.0,0,0,,449,241.0,Thomas,0.00,0,1.3,-1,0.0,0.0,,0,154,0.0,0.00,0.0,0,0,,0,71,0,0.0
306,Jamie Vardy,56,FWD,Leicester,2.1,2.3,-1,0.4,99.6,57,99,a,149,169,False,0,7,4,91,100.0,51,28,1.95,0.34,3,0.06,0,0,1.3,75.0,,1452279,1.07,0.1,16,19,14,49,1843305,20,3.51,0.4,3476,2024-11-10T23:00:07.879182Z,49246,0,16,1,0.0,21.54,45,145,0,4.1,1,0,,120,241.0,Vardy,4.13,20,7.4,1,182.8,2.3,,0,18,8.0,0.62,46.9,11,0,1.0,2,13,921,188.0
307,Jannik Vestergaard,40,DEF,Leicester,1.18,1.0,0,0.0,13.9,142,591,a,328,22,False,0,0,0,320,100.0,335,160,1.75,0.0,1,0.0,0,0,0.5,100.0,,222720,1.0,0.0,109,112,104,335,219043,67,0.01,0.2,666,2024-10-24T16:30:05.805561Z,2398,0,96,0,0.0,4.71,5,230,0,1.2,0,0,,258,58.0,Vestergaard,0.03,7,1.9,0,78.2,1.0,,0,104,1.2,0.02,9.9,4,0,,0,54,360,7.0
308,Danny Ward,40,GKP,Leicester,0.0,0.0,0,0.0,0.0,131,593,a,445,0,False,0,0,0,464,,404,46,0.0,0.0,0,0.0,0,0,-0.5,,,111938,0.0,0.0,36,8,17,467,77358,29,0.00,0.0,413,,1715,0,36,0,0.0,0.00,0,378,0,0.0,0,0,,460,244.0,Ward,0.00,0,2.1,0,0.0,0.0,,0,36,0.0,0.00,0.0,0,0,,0,20,0,0.0
309,Harry Winks,45,MID,Leicester,1.74,1.3,0,0.14,209.7,38,366,d,51,160,False,0,0,0,121,75.0,275,230,1.98,0.02,3,0.12,0,0,1.2,,,1294302,1.04,0.0,98,152,41,218,1172811,80,0.16,0.4,5946,2024-11-23T17:30:08.809600Z,58817,0,49,0,0.0,16.72,23,175,0,2.1,2,0,Groin Injury - 75% chance of playing,140,241.0,Winks,1.34,19,11.6,0,168.0,1.7,2.0,0,73,5.1,1.18,40.0,10,0,,1,10,865,21.0
501,Oliver Skipp,48,MID,Leicester,2.68,0.3,2,0.05,60.7,527,305,a,209,53,False,0,0,0,300,,328,203,1.88,0.01,3,0.04,0,0,-0.2,,,4896,0.94,0.19,152,179,127,318,3338,163,0.05,0.1,46,,92,0,138,1,0.0,14.31,10,333,0,1.4,0,0,,298,241.0,Skipp,0.28,10,0.0,-2,55.6,0.3,,0,147,2.1,0.23,12.5,5,0,,1,208,480,9.0
570,Abdul Fatawu,53,MID,Leicester,1.72,0.0,2,0.28,104.3,326,156,i,144,125,False,0,3,0,119,0.0,83,93,2.19,0.06,0,0.22,0,0,0.0,0.0,,91550,0.94,0.0,84,51,101,185,68408,114,0.41,0.2,18,2024-11-21T10:30:09.372550Z,2360,0,59,0,0.0,11.00,26,223,0,2.4,2,0,Knee injury - Expected back 01 Jun,165,81.0,A.Fatawu,1.83,14,0.3,-2,147.6,1.3,,0,72,4.9,1.42,40.1,6,0,,0,110,576,148.0
606,Will Alves,45,MID,Leicester,0.0,0.0,0,0.0,0.0,450,447,a,610,0,False,0,0,0,614,,591,276,0.0,0.0,0,0.0,0,0,-0.5,,,9885,0.0,0.0,270,261,269,617,10540,229,0.00,0.0,98,,212,0,264,0,0.0,0.00,0,567,0,0.0,0,0,,610,241.0,Alves,0.00,0,0.1,0,0.0,0.0,,0,267,0.0,0.00,0.0,0,0,,0,164,0,0.0
616,Ben Nelson,40,DEF,Leicester,0.0,0.0,0,0.0,0.0,597,649,u,491,0,False,0,0,0,509,0.0,453,194,0.0,0.0,0,0.0,0,0,0.0,0.0,,3367,0.0,0.0,178,164,180,511,2208,155,0.00,0.0,0,2024-08-31T06:22:31.067773Z,17,0,181,0,0.0,0.00,0,429,0,0.0,0,0,Loaned to Oxford United,505,,Nelson,0.00,0,0.0,0,0.0,0.0,,0,181,0.0,0.00,0.0,0,0,,0,201,0,0.0
635,Bilal El Khannouss,49,MID,Leicester,2.42,1.3,1,0.15,76.8,551,287,a,177,28,False,0,0,0,317,,310,189,2.62,0.03,0,0.12,0,0,0.8,,,3800,0.98,0.0,168,170,112,344,5373,111,0.08,0.3,84,,73,0,176,0,0.0,7.39,10,217,0,1.2,0,0,,368,145.0,El Khannouss,0.44,8,0.0,-1,19.8,1.3,,0,157,2.0,0.36,10.7,3,0,,2,222,275,12.0
310,Alisson Ramses Becker,54,GKP,Liverpool,0.64,0.0,1,0.0,0.0,72,128,d,670,131,False,0,5,0,299,50.0,665,3,0.34,0.0,0,0.0,0,15,0.0,0.0,,1224804,1.02,0.68,1,70,71,11,546098,72,0.00,0.0,1109,2024-10-05T14:00:07.200306Z,7550,1,22,4,2.56,3.74,35,655,0,5.8,0,0,Hamstring injury - 50% chance of playing,192,30.0,A.Becker,0.00,2,5.2,-1,126.8,0.0,,0,22,6.5,0.00,12.6,6,0,,0,14,528,0.0
311,Trent Alexander-Arnold,69,DEF,Liverpool,0.76,0.5,1,0.35,303.5,20,28,d,20,201,False,0,6,0,62,50.0,201,1,0.62,0.04,2,0.31,0,0,0.6,25.0,1.0,2665951,1.14,0.52,3,51,3,37,1493411,79,0.38,0.1,2523,2024-11-10T01:30:08.685145Z,142874,1,41,5,0.0,7.36,47,269,0,4.3,1,0,Hamstring injury - 50% chance of playing,108,241.0,Alexander-Arnold,3.33,6,19.1,-1,192.6,1.0,1.0,0,8,6.8,2.95,54.7,11,0,,0,6,866,52.0
312,Stefan Bajčetić Maquieira,45,MID,Liverpool,0.0,0.0,0,0.0,0.0,524,449,u,612,0,False,0,0,0,616,0.0,593,278,0.0,0.0,0,0.0,0,0,0.0,0.0,,16473,0.0,0.0,272,263,271,619,2712,231,0.00,0.0,0,2024-08-31T06:19:45.092198Z,71,0,266,0,0.0,0.00,0,569,0,0.0,0,0,Loaned to RB Salzburg,612,,Bajcetic,0.00,0,0.0,0,0.0,0.0,,0,269,0.0,0.00,0.0,0,0,,0,206,0,0.0
313,Conor Bradley,47,DEF,Liverpool,1.32,1.8,3,0.23,14.7,252,342,a,326,40,False,0,0,0,303,100.0,152,46,1.17,0.16,1,0.07,0,0,3.3,100.0,,53884,0.39,0.39,99,27,103,294,42909,56,0.41,0.4,2131,2024-10-20T21:30:07.027689Z,1689,0,117,1,0.0,3.38,11,174,0,1.6,0,0,,336,242.0,Bradley,0.60,3,0.5,-3,34.0,1.8,,0,99,2.3,0.19,12.4,1,0,,0,92,231,76.0
315,Bobby Clark,45,MID,Liverpool,0.0,0.0,0,0.0,0.0,610,424,u,595,0,False,0,0,0,599,0.0,575,255,0.0,0.0,0,0.0,0,0,0.0,0.0,,4967,0.0,0.0,256,246,255,602,444,213,0.00,0.0,0,2024-08-22T11:22:35.466323Z,13,0,250,0,0.0,0.00,0,549,0,0.0,0,0,Transferred to RB Salzburg,595,,Clark,0.00,0,0.0,0,0.0,0.0,,0,253,0.0,0.00,0.0,0,0,,0,265,0,0.0
316,Darwin Núñez Ribeiro,71,FWD,Liverpool,1.15,3.8,4,0.34,60.6,117,24,a,210,116,False,0,1,2,146,,67,10,1.23,0.3,2,0.04,0,0,5.3,,,539355,0.88,0.35,23,23,28,154,208001,11,1.68,0.5,3913,,9911,0,21,2,0.0,6.54,25,62,0,2.8,1,0,,199,230.0,Darwin,1.89,7,2.5,-4,122.0,3.8,,0,22,3.5,0.21,34.8,5,0,3.0,2,18,512,164.0
317,Diogo Teixeira da Silva,72,MID,Liverpool,0.57,0.0,3,0.56,55.1,104,20,d,224,85,False,0,1,2,174,50.0,75,13,0.18,0.5,1,0.06,0,0,0.0,0.0,,2381805,1.28,0.73,9,46,139,18,1022590,308,2.72,0.0,168,2024-10-20T21:30:07.041173Z,6278,0,90,4,0.0,3.14,35,680,0,5.0,3,0,Rib Injury - 50% chance of playing,217,173.0,Diogo J.,3.04,1,3.0,-3,105.0,0.0,,0,96,4.9,0.32,31.6,7,0,,0,31,492,157.0
318,Ben Doak,45,MID,Liverpool,0.0,0.0,0,0.0,0.0,602,427,u,598,0,False,0,0,0,602,0.0,578,258,0.0,0.0,0,0.0,0,0,0.0,0.0,,5242,0.0,0.0,259,249,258,605,1136,216,0.00,0.0,0,2024-08-31T06:17:31.171503Z,23,0,253,0,0.0,0.00,0,552,0,0.0,0,0,Loaned to Middlesbrough,598,,Doak,0.00,0,0.0,0,0.0,0.0,,0,256,0.0,0.00,0.0,0,0,,0,258,0,0.0
319,Harvey Elliott,52,MID,Liverpool,0.0,0.0,3,0.26,2.0,353,170,a,391,3,False,0,0,0,440,100.0,384,103,0.0,0.0,0,0.26,0,0,0.8,50.0,,107202,0.0,0.0,202,210,208,409,11269,288,0.00,0.0,86,2024-09-08T23:00:06.842081Z,189,0,304,0,0.0,0.00,1,649,0,1.0,0,0,,670,241.0,Elliott,0.02,0,0.2,-3,0.0,0.0,,0,216,0.2,0.02,0.4,0,0,,0,122,7,2.0
320,Endo Wataru,47,MID,Liverpool,0.99,1.0,3,0.04,11.6,406,333,a,337,20,False,0,0,0,395,,378,218,0.0,0.0,0,0.04,0,0,2.5,,,25626,0.0,0.0,189,205,193,388,15226,121,0.00,0.2,260,,394,0,186,0,0.0,0.22,6,246,0,1.0,0,0,,389,108.0,Endo,0.01,0,0.1,-3,12.2,1.0,,0,196,1.3,0.01,2.6,0,0,,1,143,20,2.0
321,Cody Gakpo,71,FWD,Liverpool,1.09,3.0,4,0.29,150.4,135,23,a,87,112,False,0,3,1,140,,114,9,0.95,0.15,3,0.14,0,0,4.5,,,383110,0.76,0.19,31,28,5,256,157183,16,0.79,0.4,2624,,7851,0,23,1,0.0,5.73,23,109,0,1.9,1,0,,219,152.0,Gakpo,1.52,5,2.0,-4,103.6,3.0,,0,21,3.2,0.73,35.8,4,0,,1,23,475,104.0
322,Joe Gomez,48,DEF,Liverpool,0.74,0.2,2,0.49,0.8,271,301,a,409,19,False,0,0,0,331,,203,33,0.0,0.49,0,0.0,0,0,1.7,,,47318,0.0,0.0,133,52,144,395,19388,117,0.30,0.0,504,,818,0,118,0,0.0,0.45,3,361,0,1.0,0,0,,337,241.0,Gomez,0.30,0,0.4,-2,32.8,0.2,,0,107,0.6,0.00,8.4,0,0,,0,100,55,50.0
323,Ryan Gravenberch,50,MID,Liverpool,0.89,3.0,0,0.17,149.8,207,221,a,89,218,False,0,1,0,135,,215,141,0.67,0.05,2,0.12,0,0,4.5,,,100971,1.0,0.5,67,125,65,158,161115,46,0.62,0.6,4510,,3476,0,45,6,0.0,10.65,32,100,0,2.7,1,0,,129,152.0,Gravenberch,2.00,8,0.9,0,176.4,3.0,,0,80,6.4,1.38,37.2,12,0,,5,63,1080,45.0
324,Curtis Jones,53,MID,Liverpool,1.12,2.8,2,0.28,81.0,233,151,a,173,131,False,0,3,1,166,100.0,102,88,0.96,0.26,0,0.02,0,0,4.3,100.0,,33202,0.96,0.38,37,66,109,87,89986,53,1.33,0.5,2686,2024-08-27T11:00:05.666567Z,5085,1,74,2,0.0,5.84,30,112,0,3.3,2,0,,187,241.0,Jones,1.46,5,0.7,-2,131.2,2.8,,0,92,5.7,0.13,32.7,5,0,,2,76,468,114.0
325,Caoimhin Kelleher,45,GKP,Liverpool,1.13,4.2,0,0.0,0.0,116,370,a,563,99,False,0,1,0,280,,541,16,1.0,0.0,0,0.0,0,18,5.7,,,99077,1.0,0.33,2,57,63,24,315573,5,0.00,0.9,9103,,7599,0,20,2,3.0,6.77,28,52,1,4.7,0,0,,160,104.0,Kelleher,0.00,6,2.5,0,154.6,4.2,,0,21,6.2,0.00,15.5,6,0,,7,19,540,0.0
326,Ibrahima Konaté,54,DEF,Liverpool,0.92,2.0,-4,0.09,46.9,26,132,a,241,200,False,0,1,1,152,100.0,176,14,0.74,0.08,4,0.01,0,0,3.5,100.0,,677041,1.02,0.46,9,36,66,63,2081331,55,0.88,0.4,29136,2024-11-02T18:30:07.678298Z,38702,0,22,5,0.0,9.92,46,167,0,3.8,1,0,,71,73.0,Konaté,1.03,8,16.2,4,228.8,2.0,,0,39,8.5,0.15,34.2,11,0,,0,9,974,65.0
327,Luis Díaz,76,MID,Liverpool,0.75,2.5,-1,0.59,218.3,15,16,a,46,211,False,0,8,5,24,,24,10,0.4,0.41,0,0.18,0,0,4.0,,,2887720,1.07,0.8,7,13,37,15,4165221,60,3.08,0.3,15450,,150524,3,9,6,0.0,5.58,65,135,0,5.4,2,-1,,38,48.0,Luis Díaz,4.40,3,22.2,1,278.6,2.5,,1,19,8.6,1.32,79.0,8,0,,1,6,674,293.0
328,Mohamed Salah,131,MID,Liverpool,0.9,11.5,-6,0.89,293.0,2,2,a,24,392,True,0,23,10,1,,2,1,0.68,0.71,1,0.18,0,0,13.0,,,1726896,1.02,0.51,1,1,20,1,3886230,1,8.32,0.9,213393,,7244,5,1,6,0.0,10.50,120,1,0,10.0,6,1,,1,63.0,M.Salah,10.48,8,54.9,6,543.6,11.5,,-1,1,9.2,2.16,150.3,12,0,2.0,13,1,1054,668.0
329,Alexis Mac Allister,62,MID,Liverpool,0.81,1.5,3,0.21,170.9,176,69,a,72,123,False,0,0,0,125,100.0,112,45,0.45,0.04,4,0.17,0,0,3.0,100.0,,226915,1.12,0.56,124,73,55,269,84079,99,0.34,0.2,1108,2024-10-18T17:00:07.554852Z,2782,0,82,5,0.0,7.26,21,203,0,1.8,0,0,,205,10.0,Mac Allister,1.82,4,1.4,-3,115.8,1.5,,0,75,3.4,1.48,39.3,10,0,,1,53,804,106.0
330,James McConnell,44,MID,Liverpool,0.0,0.0,1,0.0,0.0,493,522,a,550,0,False,0,0,0,556,100.0,525,303,0.0,0.0,0,0.0,0,0,1.5,100.0,,5247,0.0,0.0,228,217,227,559,6100,182,0.00,0.0,272,2024-09-10T11:24:32.362482Z,256,0,222,0,0.0,0.00,0,501,0,0.0,0,0,,552,,McConnell,0.00,0,0.1,-1,0.0,0.0,,0,225,0.0,0.00,0.0,0,0,,0,187,0,0.0
331,Tyler Morton,44,MID,Liverpool,0.0,0.0,1,0.0,0.0,387,518,a,548,0,False,0,0,0,554,100.0,523,302,0.0,0.0,0,0.0,0,0,1.5,100.0,,15891,0.0,0.0,227,216,226,557,24817,181,0.00,0.0,778,2024-09-10T11:27:39.864039Z,927,0,221,0,0.0,0.00,0,499,0,0.0,0,0,,550,241.0,Morton,0.00,0,0.2,-1,0.0,0.0,,0,224,0.0,0.00,0.0,0,0,,0,136,0,0.0
332,Nathaniel Phillips,40,DEF,Liverpool,0.0,0.0,0,0.0,0.0,462,608,u,457,0,False,0,0,0,476,0.0,417,171,0.0,0.0,0,0.0,0,0,0.0,0.0,,15895,0.0,0.0,162,146,164,478,4026,135,0.00,0.0,0,2024-08-31T06:18:33.693343Z,53,0,165,0,0.0,0.00,0,391,0,0.0,0,0,Loaned to Derby County,472,,N.Phillips,0.00,0,0.1,0,0.0,0.0,,0,165,0.0,0.00,0.0,0,0,,0,167,0,0.0
333,Jarell Quansah,39,DEF,Liverpool,0.62,0.0,6,0.0,0.5,203,678,a,412,7,False,0,0,0,414,100.0,392,221,0.0,0.0,0,0.0,0,0,1.5,100.0,,558471,2.0,0.0,117,133,145,355,73316,121,0.00,0.0,4431,2024-08-23T09:30:06.099816Z,2087,0,134,0,0.0,0.31,1,365,0,1.0,0,0,,378,241.0,Quansah,0.00,0,1.0,-6,15.8,0.0,,0,140,0.3,0.00,1.6,1,0,,0,79,45,0.0
334,Rhys Williams,40,DEF,Liverpool,0.0,0.0,0,0.0,0.0,495,615,u,463,0,False,0,0,0,482,0.0,423,175,0.0,0.0,0,0.0,0,0,0.0,0.0,,13114,0.0,0.0,164,149,167,483,828,138,0.00,0.0,0,2024-08-22T11:18:16.485954Z,63,0,168,0,0.0,0.00,0,397,0,0.0,0,0,Loaned to Morecambe,478,,R.Williams,0.00,0,0.1,0,0.0,0.0,,0,168,0.0,0.00,0.0,0,0,,0,180,0,0.0
335,Andrew Robertson,59,DEF,Liverpool,0.92,2.5,1,0.2,276.1,71,82,a,28,187,False,0,2,0,78,,140,7,0.75,0.04,1,0.16,0,0,4.0,,,728592,1.07,0.53,11,22,5,68,740443,41,0.38,0.4,7034,,11592,0,70,5,0.0,8.66,40,134,0,3.6,0,0,,181,243.0,Robertson,1.86,7,5.2,-1,135.4,2.5,2.0,0,14,6.8,1.48,49.3,10,0,,1,25,845,82.0
336,Dominik Szoboszlai,63,MID,Liverpool,0.84,3.5,2,0.36,259.4,170,60,a,31,173,False,0,4,1,59,,70,38,0.65,0.18,3,0.18,0,0,5.0,,,316823,0.97,0.43,51,43,25,118,221035,36,1.68,0.6,3908,,2334,0,63,4,0.0,7.83,37,75,0,3.1,2,0,,170,98.0,Szoboszlai,3.31,6,1.5,-2,142.2,3.5,,0,37,5.9,1.63,56.6,9,0,,10,49,834,163.0
337,Konstantinos Tsimikas,46,DEF,Liverpool,0.79,0.8,4,0.26,53.2,329,348,d,227,68,False,0,1,0,293,75.0,285,48,0.39,0.03,0,0.23,0,0,2.5,100.0,,45740,0.79,0.39,65,87,59,201,22649,75,0.08,0.2,322,2024-11-25T09:30:07.571904Z,1347,0,103,1,0.0,2.00,13,243,0,2.2,0,0,Knock - 75% chance of playing,291,83.0,Tsimikas,0.67,1,0.3,-4,61.0,1.0,3.0,0,97,2.8,0.59,13.5,2,0,,0,120,228,19.0
339,Virgil van Dijk,63,DEF,Liverpool,0.89,4.8,-3,0.06,69.4,14,53,a,187,241,True,0,3,1,105,,134,2,0.67,0.04,1,0.02,0,0,6.3,,3.0,632055,1.0,0.5,1,18,47,21,1448948,7,0.46,0.8,69151,,26358,0,10,6,0.0,10.65,57,31,0,4.8,1,0,,33,152.0,Virgil,0.73,8,22.2,3,286.8,4.8,,0,23,9.0,0.27,44.1,12,0,,1,5,1080,86.0
636,Federico Chiesa,68,MID,Liverpool,2.75,0.0,2,1.2,0.9,407,35,d,408,-1,False,0,0,0,418,50.0,302,18,0.0,0.8,0,0.4,0,0,0.4,25.0,,43989,0.0,0.0,211,167,215,420,44169,307,0.16,0.0,33,2024-10-02T00:30:05.860798Z,255,0,220,0,0.0,0.55,1,678,0,1.0,0,0,Knock - 50% chance of playing,448,106.0,Chiesa,0.24,0,0.1,-2,0.2,0.0,,0,206,0.1,0.08,1.6,0,0,,0,144,18,15.0
660,Vítezslav Jaros,40,GKP,Liverpool,1.15,0.0,0,0.0,0.0,347,625,a,470,6,False,0,0,0,429,,431,59,0.0,0.0,0,0.0,0,1,1.5,,,12458,0.0,0.0,29,21,30,360,32789,42,0.00,0.0,602,,565,0,29,0,8.18,0.14,1,406,0,1.0,0,0,,404,57.0,Jaros,0.00,0,0.2,0,8.8,0.0,,0,29,0.2,0.00,0.9,0,0,,0,50,11,0.0
669,Harvey Davies,40,GKP,Liverpool,0.0,0.0,0,0.0,0.0,643,638,a,482,0,False,0,0,0,500,,443,66,0.0,0.0,0,0.0,0,0,1.5,,,197,0.0,0.0,55,28,37,501,516,49,0.00,0.0,44,,32,0,55,0,0.0,0.00,0,419,0,0.0,0,0,,496,241.0,Davies,0.00,0,0.0,0,0.0,0.0,,0,55,0.0,0.00,0.0,0,0,,0,70,0,0.0
340,Manuel Akanji,54,DEF,Man City,1.21,0.0,1,0.11,162.7,87,134,a,80,129,False,0,0,0,138,100.0,237,15,1.34,0.02,2,0.09,0,0,0.5,100.0,,472212,1.03,0.21,69,69,16,215,349514,226,0.21,0.0,1553,2024-11-11T16:00:06.698259Z,13567,0,58,2,0.0,11.71,22,657,0,2.2,0,0,,141,207.0,Akanji,1.07,13,3.8,-1,166.2,0.0,,0,36,4.1,0.86,36.6,10,0,,-1,33,871,36.0
341,Nathan Aké,53,DEF,Man City,2.72,0.3,2,0.1,6.0,206,148,a,366,7,False,0,0,0,390,100.0,330,18,3.03,0.08,0,0.02,0,0,0.8,100.0,,220994,0.76,0.0,148,110,121,446,38027,115,0.11,0.1,599,2024-11-11T16:00:06.714265Z,1307,0,137,0,0.0,3.59,2,348,0,0.7,0,0,,385,152.0,Aké,0.14,4,1.0,-2,14.0,0.3,,0,131,0.4,0.03,2.9,1,0,,0,81,119,9.0
342,Bernardo Veiga de Carvalho e Silva,64,MID,Man City,1.31,1.3,1,0.35,381.1,81,48,a,8,187,False,0,4,0,14,,23,28,1.56,0.14,3,0.21,0,0,1.8,,,837986,0.97,0.19,63,12,7,151,733653,117,1.44,0.2,1691,,22039,0,46,2,0.0,13.45,34,228,0,2.8,3,0,,133,173.0,Bernardo,3.57,16,4.1,-1,173.0,1.3,,0,11,5.3,2.13,84.9,10,0,,1,24,924,296.0
343,Oscar Bobb,47,MID,Man City,0.0,0.0,3,0.0,0.0,491,341,i,635,0,False,0,0,0,638,0.0,619,222,0.0,0.0,0,0.0,0,0,0.0,0.0,,28409,0.0,0.0,286,279,286,641,2305,249,0.00,0.0,34,2024-08-14T22:30:05.558994Z,85,0,282,0,0.0,0.00,0,596,0,0.0,0,0,Leg injury - Expected back 14 Dec,635,161.0,Bobb,0.00,0,0.1,-3,0.0,0.0,,0,284,0.0,0.00,0.0,0,0,,0,185,0,0.0
344,Scott Carson,40,GKP,Man City,0.0,0.0,0,0.0,0.0,370,584,a,439,0,False,0,0,0,459,,398,41,0.0,0.0,0,0.0,0,0,0.5,,,11903,0.0,0.0,31,3,12,461,11562,24,0.00,0.0,118,,158,0,31,0,0.0,0.00,0,371,0,0.0,0,0,,455,241.0,Carson,0.00,0,0.2,0,0.0,0.0,,0,31,0.0,0.00,0.0,0,0,,0,53,0,0.0
345,Kevin De Bruyne,94,MID,Man City,1.13,0.3,1,0.84,277.8,85,6,a,27,102,False,0,2,1,87,100.0,127,5,1.39,0.3,2,0.54,0,0,0.8,100.0,1.0,1222857,0.93,0.23,45,82,22,104,687449,177,1.28,0.0,3130,2024-09-18T23:00:07.299083Z,8223,1,88,1,0.0,4.86,19,359,0,3.2,1,0,,214,21.0,De Bruyne,3.61,6,3.9,-1,107.6,0.3,1.0,0,51,2.0,2.33,47.8,4,0,4.0,0,26,388,94.0
