id,name,now_cost,position,team,expected_goals_conceded_per_90,ep_next,cost_change_start_fall,expected_goal_involvements_per_90,creativity,selected_rank,now_cost_rank,status,creativity_rank,bps,in_dreamteam,red_cards,bonus,goals_scored,ict_index_rank,chance_of_playing_next_round,threat_rank,now_cost_rank_type,goals_conceded_per_90,expected_goals_per_90,yellow_cards,expected_assists_per_90,own_goals,saves,ep_this,chance_of_playing_this_round,direct_freekicks_order,transfers_out,starts_per_90,clean_sheets_per_90,points_per_game_rank_type,threat_rank_type,creativity_rank_type,points_per_game_rank,transfers_in,form_rank_type,expected_goals,value_form,transfers_in_event,news_added,transfers_out_event,dreamteam_count,influence_rank_type,clean_sheets,saves_per_90,expected_goals_conceded,total_points,form_rank,penalties_saved,points_per_game,assists,cost_change_event,news,influence_rank,region,web_name,expected_goal_involvements,goals_conceded,selected_by_percent,cost_change_start,influence,form,corners_and_indirect_freekicks_order,cost_change_event_fall,ict_index_rank_type,value_season,expected_assists,ict_index,starts,penalties_missed,penalties_order,event_points,selected_rank_type,minutes,threat
121,Julio Enciso,54,MID,Brighton,0.78,0.5,1,0.35,58.9,471,143,a,212,31,False,0,0,0,313,100.0,243,84,1.07,0.18,0,0.17,0,0,0.0,100.0,3.0,11805,0.0,0.0,203,136,129,410,9801,295,0.17,0.0,222,2024-08-12T14:30:04.495991Z,230,0,168,0,0.0,0.73,7,662,0,1.0,0,0,,354,168.0,Enciso,0.33,1,0.1,-1,23.4,0.0,2.0,0,153,1.3,0.16,11.2,0,0,,0,175,84,31.0
122,Pervis Estupiñán,50,DEF,Brighton,2.09,2.2,0,0.14,161.1,204,202,a,81,53,False,0,0,0,169,100.0,226,22,1.76,0.03,2,0.11,0,0,1.7,100.0,4.0,67127,0.88,0.0,139,61,17,424,139128,60,0.22,0.3,18076,2024-08-15T14:30:05.811816Z,2006,0,77,0,0.0,14.18,8,187,0,0.9,0,0,,198,62.0,Estupiñan,0.96,12,1.0,0,122.2,1.7,4.0,0,43,1.6,0.74,32.5,6,0,,2,80,612,41.0
123,Evan Ferguson,55,FWD,Brighton,2.06,1.2,0,0.16,2.5,302,124,a,388,45,False,0,2,1,340,100.0,269,36,2.6,0.16,0,0.0,0,0,0.7,100.0,,39215,0.87,0.0,29,39,41,252,52054,35,0.19,0.1,898,2024-08-15T14:30:05.827079Z,1434,0,31,0,0.0,2.38,13,301,0,1.9,0,0,,315,104.0,Ferguson,0.19,3,0.3,0,47.4,0.7,,0,36,2.4,0.00,7.2,1,0,,1,46,104,23.0
124,Billy Gilmour,50,MID,Brighton,1.22,0.0,0,0.11,11.9,536,214,u,334,21,False,0,0,0,399,0.0,382,136,0.93,0.07,0,0.04,0,0,0.0,0.0,,16173,0.93,0.0,147,209,192,311,2640,278,0.08,0.0,0,2024-08-31T06:42:09.507349Z,32,0,188,0,0.0,1.32,3,632,0,1.5,0,0,Transferred to Napoli,391,,Gilmour,0.12,1,0.0,0,11.4,0.0,,0,200,0.6,0.04,2.5,1,0,,0,213,97,2.0
125,Pascal Groß,65,MID,Brighton,0.0,0.0,0,0.0,0.0,575,43,u,680,0,False,0,0,0,680,0.0,679,23,0.0,0.0,0,0.0,0,0,0.0,0.0,,8083,0.0,0.0,309,309,309,679,0,303,0.00,0.0,0,2024-08-02T13:11:40.837259Z,5,0,309,0,0.0,0.00,0,673,0,0.0,0,0,Permanent transfer to Borussia Dortmund,680,,Gross,0.00,0,0.0,0,0.0,0.0,,0,309,0.0,0.00,0.0,0,0,,0,238,0,0.0
126,Jack Hinshelwood,50,MID,Brighton,1.81,1.1,0,0.15,111.3,448,232,d,134,129,False,0,3,1,182,75.0,153,148,1.39,0.08,2,0.07,0,0,0.8,75.0,,19161,1.07,0.32,60,96,97,147,23362,127,0.74,0.2,26,2024-11-10T01:30:07.476316Z,585,1,80,3,0.0,16.85,28,255,0,2.8,0,0,Knee injury - 75% chance of playing,202,241.0,Hinshelwood,1.42,13,0.1,0,117.0,1.0,6.0,0,100,5.6,0.68,30.6,10,0,,0,163,839,76.0
127,Ibrahim Osman,50,MID,Brighton,0.0,0.0,0,0.0,0.0,660,240,u,666,0,False,0,0,0,668,0.0,660,154,0.0,0.0,0,0.0,0,0,0.0,0.0,,1118,0.0,0.0,304,302,304,667,0,286,0.00,0.0,0,2024-08-16T11:54:28.483822Z,0,0,303,0,0.0,0.00,0,645,0,0.0,0,0,Loaned to Feyenoord,667,,I.Osman,0.00,0,0.0,0,0.0,0.0,,0,304,0.0,0.00,0.0,0,0,,0,294,0,0.0
128,Igor Julio dos Santos de Paulo,44,DEF,Brighton,1.67,1.8,1,0.02,10.2,422,502,a,347,75,False,0,0,0,297,,358,105,1.28,0.01,3,0.01,0,0,1.3,,,9267,0.8,0.16,96,120,111,291,7664,64,0.05,0.3,1053,,197,0,81,1,0.0,10.46,11,205,0,1.6,0,0,,208,30.0,Igor,0.10,8,0.1,-1,113.2,1.3,,0,98,2.5,0.05,12.8,5,0,,2,152,564,4.0
129,João Pedro Junqueira de Jesus,56,FWD,Brighton,1.19,8.2,-1,0.72,92.7,31,109,a,159,175,False,0,11,4,97,100.0,74,34,0.49,0.42,1,0.3,0,0,7.7,100.0,,3374179,0.98,0.49,1,25,17,4,2819014,2,1.72,1.4,329542,2024-11-07T23:00:07.502402Z,3612,2,14,2,0.0,4.88,42,5,0,7.0,2,1,,91,30.0,João Pedro,2.93,2,12.5,1,206.8,7.7,,-1,19,7.5,1.21,45.8,4,0,1.0,12,9,368,159.0
130,Kacper Kozłowski,45,MID,Brighton,0.0,0.0,0,0.0,0.0,684,413,u,588,0,False,0,0,0,593,0.0,567,248,0.0,0.0,0,0.0,0,0,0.0,0.0,,90,0.0,0.0,252,242,251,596,0,207,0.00,0.0,0,2024-07-22T09:03:00.342050Z,0,0,246,0,0.0,0.00,0,540,0,0.0,0,0,Permanent transfer to Gaziantep FK,589,,Kozlowski,0.00,0,0.0,0,0.0,0.0,,0,249,0.0,0.00,0.0,0,0,,0,311,0,0.0
131,Tariq Lamptey,44,DEF,Brighton,4.77,0.4,1,0.27,10.4,392,508,d,346,5,False,0,0,0,383,75.0,518,108,18.0,0.0,0,0.27,0,0,0.0,75.0,,19281,0.0,0.0,32,208,110,121,8979,205,0.00,0.0,39,2024-11-13T14:00:07.816484Z,484,0,126,0,0.0,0.53,3,496,0,3.0,1,0,Calf injury - 75% chance of playing,363,81.0,Lamptey,0.03,2,0.2,-1,22.2,0.0,,0,127,0.7,0.03,3.3,0,0,,0,142,10,0.0
132,Solly March,65,MID,Brighton,0.0,0.2,0,0.0,0.0,644,44,d,681,0,False,0,0,0,681,50.0,680,24,0.0,0.0,0,0.0,0,0,0.0,50.0,,931,0.0,0.0,310,310,310,680,721,304,0.00,0.0,22,2024-07-17T13:30:04.993410Z,20,0,310,0,0.0,0.00,0,674,0,0.0,0,0,Lack of match fitness - 50% chance of playing,681,241.0,March,0.00,0,0.0,0,0.0,0.0,,0,310,0.0,0.00,0.0,0,0,,0,286,0,0.0
133,Adrian Mazilu,45,MID,Brighton,0.0,0.0,0,0.0,0.0,617,453,u,616,0,False,0,0,0,620,0.0,597,282,0.0,0.0,0,0.0,0,0,0.0,0.0,,3765,0.0,0.0,276,267,275,623,720,235,0.00,0.0,0,2024-08-29T11:08:43.963582Z,16,0,270,0,0.0,0.00,0,573,0,0.0,0,0,Has joined Vitesse Arnhem on loan for the rest of the season,616,,Mazilu,0.00,0,0.0,0,0.0,0.0,,0,273,0.0,0.00,0.0,0,0,,0,269,0,0.0
134,James Milner,50,MID,Brighton,1.05,0.0,0,0.17,66.3,521,184,i,197,24,False,0,0,0,318,0.0,311,115,0.53,0.09,1,0.08,0,0,0.0,0.0,,9861,1.6,0.53,131,171,120,282,4512,274,0.16,0.0,6,2024-08-31T21:00:04.655035Z,46,0,162,1,0.0,1.98,5,628,0,1.7,0,0,Hamstring injury - Unknown return date,344,241.0,Milner,0.31,1,0.0,0,28.6,0.0,1.0,0,158,1.0,0.15,10.7,3,0,,0,203,169,12.0
135,Yankuba Minteh,52,MID,Brighton,1.13,0.5,3,0.45,129.2,262,175,a,116,74,False,0,0,1,168,100.0,110,108,1.11,0.18,2,0.27,0,0,0.0,100.0,,338085,1.11,0.22,54,71,85,125,252970,290,0.83,0.0,307,2024-10-19T22:30:05.622192Z,1437,0,104,1,0.0,5.09,21,651,0,3.0,2,0,,242,78.0,Minteh,2.03,5,0.5,-3,90.2,0.0,5.0,0,93,4.0,1.20,32.6,5,0,,0,85,405,107.0
136,Mitoma Kaoru,64,MID,Brighton,1.69,4.8,1,0.45,225.5,68,50,a,40,186,False,0,3,2,22,,13,30,1.34,0.27,0,0.18,0,0,4.3,,,1118002,0.99,0.18,26,7,32,57,1319219,25,2.99,0.7,58046,,6707,0,27,2,0.0,18.82,47,51,0,3.9,3,0,,81,108.0,Mitoma,5.02,15,5.8,-1,213.8,4.3,,0,17,7.3,2.03,79.5,11,0,,9,20,1004,355.0
137,Jakub Moder,44,MID,Brighton,3.6,1.2,1,0.0,11.1,205,512,a,339,8,False,0,0,0,416,,520,301,0.0,0.0,0,0.0,0,0,0.7,,,101610,0.0,0.0,175,215,195,370,158082,139,0.00,0.2,2005,,3993,0,204,0,0.0,0.16,2,279,0,1.0,0,0,,415,172.0,Moder,0.00,0,1.0,-1,5.0,0.7,,0,205,0.5,0.00,1.6,0,0,,0,62,4,0.0
138,Mark O’Mahony,45,FWD,Brighton,0.0,0.0,0,0.0,0.0,322,462,u,624,0,False,0,0,0,628,0.0,605,72,0.0,0.0,0,0.0,0,0,0.0,0.0,,65052,0.0,0.0,57,53,55,630,31158,54,0.00,0.0,0,2024-08-30T10:16:16.061223Z,563,0,54,0,0.0,0.00,0,581,0,0.0,0,0,Season long to Portsmouth,624,,O’Mahony,0.00,0,0.3,0,0.0,0.0,,0,55,0.0,0.00,0.0,0,0,,0,52,0,0.0
139,Odeluga Offiah,40,DEF,Brighton,0.0,0.0,0,0.0,0.0,481,630,u,475,0,False,0,0,0,493,0.0,436,182,0.0,0.0,0,0.0,0,0,0.0,0.0,,12056,0.0,0.0,168,154,171,494,2639,144,0.00,0.0,0,2024-08-31T06:26:46.238644Z,69,0,172,0,0.0,0.00,0,411,0,0.0,0,0,Loaned to Blackpool,489,,Offiah,0.00,0,0.1,0,0.0,0.0,,0,172,0.0,0.00,0.0,0,0,,0,176,0,0.0
140,Cameron Peupion,45,MID,Brighton,0.0,0.5,0,0.0,0.0,506,423,a,594,0,False,0,0,0,598,,574,254,0.0,0.0,0,0.0,0,0,0.0,,,5965,0.0,0.0,255,245,254,601,4980,212,0.00,0.0,43,,94,0,249,0,0.0,0.00,0,548,0,0.0,0,0,,594,13.0,Peupion,0.00,0,0.1,0,0.0,0.0,,0,252,0.0,0.00,0.0,0,0,,0,194,0,0.0
141,Jeremy Sarmiento Morante,49,MID,Brighton,0.0,0.0,1,0.0,0.8,629,274,u,410,3,False,0,0,0,451,0.0,637,179,0.0,0.0,0,0.0,0,0,0.0,0.0,,2822,0.0,0.0,199,289,216,403,354,268,0.00,0.0,0,2024-08-31T06:27:42.007071Z,7,0,219,0,0.0,0.00,1,621,0,1.0,0,0,Loaned to Burnley,447,,Sarmiento,0.00,0,0.0,-1,0.2,0.0,,0,223,0.2,0.00,0.1,0,0,,0,277,8,0.0
142,Jason Steele,43,GKP,Brighton,0.94,0.5,2,0.0,0.0,189,533,a,518,46,False,0,1,0,374,,484,29,0.5,0.0,0,0.0,0,3,0.0,,,282226,1.0,0.5,4,38,47,29,286739,58,0.00,0.0,245,,1793,0,27,1,1.5,1.88,9,459,0,4.5,0,0,,329,241.0,Steele,0.00,1,1.2,-2,40.4,0.0,,0,27,2.1,0.00,4.1,2,0,,0,26,180,0.0
143,Deniz Undav,55,FWD,Brighton,0.0,0.0,0,0.0,0.0,654,122,u,677,0,False,0,0,0,677,0.0,673,35,0.0,0.0,0,0.0,0,0,0.0,0.0,,1419,0.0,0.0,72,70,72,676,0,71,0.00,0.0,0,2024-08-10T12:18:55.962223Z,2,0,72,0,0.0,0.00,0,666,0,0.0,0,0,Transferred to Stuttgart,677,,Undav,0.00,0,0.0,0,0.0,0.0,,0,72,0.0,0.00,0.0,0,0,,0,75,0,0.0
144,Jan Paul van Hecke,45,DEF,Brighton,1.4,1.5,0,0.05,63.0,231,409,a,203,130,False,0,0,0,183,100.0,231,79,1.1,0.01,3,0.04,0,0,1.0,100.0,,86345,0.99,0.22,51,64,54,180,117227,74,0.10,0.2,7879,2024-09-29T22:30:06.452903Z,1198,0,32,2,0.0,12.77,24,241,0,2.4,1,0,,95,152.0,Van Hecke,0.49,10,0.7,0,203.8,1.0,,0,48,5.3,0.39,30.5,9,0,,1,87,819,37.0
145,Joël Veltman,46,DEF,Brighton,1.4,2.2,-1,0.11,70.3,88,347,a,186,152,False,0,5,0,221,100.0,290,47,1.13,0.01,1,0.1,0,0,1.7,100.0,,302973,1.04,0.28,27,89,46,107,553354,58,0.07,0.4,24552,2024-08-31T21:00:04.664470Z,4380,1,64,3,0.0,14.82,34,178,0,3.1,0,1,,153,152.0,Veltman,1.14,12,3.7,1,156.8,1.7,,-1,68,7.4,1.07,24.6,11,0,,2,34,956,18.0
146,Bart Verbruggen,45,GKP,Brighton,1.84,3.5,0,0.0,0.0,113,415,a,589,141,False,0,2,0,153,100.0,569,18,1.5,0.0,2,0.0,0,38,3.0,100.0,,164208,1.0,0.2,16,59,64,106,364093,12,0.00,0.7,14941,2024-08-12T14:30:04.523944Z,2314,0,4,2,3.8,18.37,31,94,0,3.1,0,0,,15,152.0,Verbruggen,0.00,15,2.6,0,341.0,3.0,,0,4,6.9,0.00,34.1,10,0,,3,17,900,0.0
147,Adam Webster,43,DEF,Brighton,4.56,0.2,2,0.03,1.8,485,544,d,394,7,False,0,0,0,400,50.0,370,125,4.62,0.0,0,0.03,0,0,0.0,50.0,,9595,2.31,0.0,151,126,137,455,2877,184,0.00,0.0,6,2024-10-06T22:00:07.268394Z,68,0,128,0,0.0,3.95,1,467,0,0.3,0,0,Hamstring injury - 50% chance of playing,367,241.0,Webster,0.03,4,0.1,-2,20.4,0.0,,0,132,0.2,0.03,2.4,2,0,,0,178,78,2.0
148,Danny Welbeck,60,FWD,Brighton,1.67,3.5,-5,0.48,172.0,17,77,a,70,243,False,0,13,6,18,100.0,16,22,1.15,0.45,1,0.03,0,0,3.0,100.0,1.0,1594897,1.07,0.44,7,9,2,14,3497354,15,5.11,0.5,37366,2024-10-19T17:00:05.582252Z,97917,1,5,5,0.0,18.77,66,106,0,5.5,2,0,,31,241.0,Welbeck,5.48,13,21.6,5,290.8,3.0,,0,4,11.0,0.37,81.0,12,0,3.0,2,4,1013,347.0
149,Mats Wieffer,48,MID,Brighton,2.49,1.2,2,0.1,54.6,488,322,a,225,45,False,0,0,0,283,100.0,262,212,2.78,0.06,0,0.04,0,0,0.7,100.0,,15638,0.69,0.35,137,145,140,297,11718,144,0.17,0.1,51,2024-08-29T09:30:04.701478Z,106,0,122,1,0.0,7.18,13,288,0,1.6,1,0,,272,152.0,Wieffer,0.28,8,0.1,-2,72.0,0.7,,0,138,2.7,0.11,15.1,2,0,,1,182,259,25.0
595,Brajan Gruda,54,MID,Brighton,1.88,1.2,1,0.05,22.4,592,144,a,307,10,False,0,0,0,372,100.0,314,85,3.05,0.0,0,0.05,0,0,0.7,100.0,,3315,0.0,0.0,204,174,176,411,982,151,0.00,0.1,41,2024-08-30T04:00:05.748621Z,48,0,185,0,0.0,1.23,4,300,0,1.0,0,0,,387,80.0,Gruda,0.03,2,0.0,-1,13.4,0.7,,0,185,0.7,0.03,4.7,0,0,,0,253,59,12.0
600,Yasin Ayari,50,MID,Brighton,1.58,2.2,0,0.23,163.7,559,230,a,79,87,False,0,0,0,148,100.0,151,146,0.96,0.1,2,0.13,0,0,1.3,75.0,,2886,0.96,0.48,133,95,61,284,3396,90,0.61,0.3,242,2024-11-21T08:30:09.565271Z,88,0,91,3,0.0,9.93,17,191,0,1.7,0,0,,220,206.0,Ayari,1.44,6,0.0,0,103.2,1.7,3.0,0,86,3.4,0.83,34.6,6,0,,3,229,564,77.0
601,Andrew Moran,50,MID,Brighton,0.0,0.0,0,0.0,0.0,663,231,u,662,0,False,0,0,0,665,0.0,657,147,0.0,0.0,0,0.0,0,0,0.0,0.0,,500,0.0,0.0,302,300,302,664,24,284,0.00,0.0,0,2024-08-20T12:19:09.002604Z,1,0,301,0,0.0,0.00,0,642,0,0.0,0,0,Loaned to Stoke City,664,,Moran,0.00,0,0.0,0,0.0,0.0,,0,302,0.0,0.00,0.0,0,0,,0,297,0,0.0
615,Carl Rushworth,40,GKP,Brighton,0.0,0.0,0,0.0,0.0,505,640,u,484,0,False,0,0,0,502,0.0,445,67,0.0,0.0,0,0.0,0,0,0.0,0.0,,6529,0.0,0.0,56,29,38,503,6698,50,0.00,0.0,0,2024-08-31T06:28:38.039682Z,49,0,56,0,0.0,0.00,0,421,0,0.0,0,0,Loaned to Hull City,498,,Rushworth,0.00,0,0.1,0,0.0,0.0,,0,56,0.0,0.00,0.0,0,0,,0,65,0,0.0
618,Georginio Rutter,56,MID,Brighton,2.02,3.5,-1,0.42,139.7,155,108,a,105,115,False,0,1,2,101,100.0,53,66,1.49,0.29,2,0.13,0,0,3.0,100.0,,79521,1.22,0.54,21,33,77,50,246313,50,2.15,0.5,17237,2024-10-12T11:00:07.563830Z,5803,1,69,4,0.0,14.96,45,104,0,4.1,4,0,,177,73.0,Georginio,3.10,11,1.7,1,138.2,3.0,,0,61,8.0,0.95,45.4,9,0,,5,46,666,186.0
628,Ferdi Kadioglu,45,DEF,Brighton,2.21,0.6,0,0.17,83.7,286,382,d,171,59,False,0,0,1,224,25.0,229,70,1.87,0.1,1,0.07,0,0,0.5,25.0,,38397,1.17,0.47,22,63,41,93,72755,53,0.44,0.4,207,2024-11-10T01:30:09.967684Z,4976,0,79,2,0.0,9.44,19,156,0,3.2,0,0,Toe Injury - 25% chance of playing,203,219.0,F.Kadıoğlu,0.75,8,0.4,0,116.4,2.0,,0,70,4.2,0.31,24.0,5,0,,0,106,385,40.0
629,Matt O'Riley,55,MID,Brighton,2.22,3.5,0,1.07,0.9,451,117,a,407,33,False,0,2,1,351,100.0,268,72,1.91,1.05,0,0.02,0,0,3.0,100.0,,1946,0.0,0.0,15,149,214,30,11406,49,0.55,0.5,993,2024-08-28T16:30:04.729425Z,807,0,159,0,0.0,1.16,9,103,0,4.5,0,0,,335,58.0,O'Riley,0.56,1,0.1,0,38.2,3.0,,0,175,1.6,0.01,6.2,0,0,,1,165,47,23.0
663,Imari Samuels,40,DEF,Brighton,0.0,0.5,0,0.0,0.0,549,631,a,476,0,False,0,0,0,494,,437,183,0.0,0.0,0,0.0,0,0,0.0,,,1821,0.0,0.0,169,155,172,495,3550,145,0.00,0.0,91,,93,0,173,0,0.0,0.00,0,412,0,0.0,0,0,,490,241.0,Samuels,0.00,0,0.0,0,0.0,0.0,,0,173,0.0,0.00,0.0,0,0,,0,192,0,0.0
668,Killian Cahill,39,GKP,Brighton,0.0,0.5,1,0.0,0.0,248,683,a,437,0,False,0,0,0,457,,396,72,0.0,0.0,0,0.0,0,0,0.0,,,5286,0.0,0.0,30,2,11,459,57755,23,0.00,0.0,14736,,1484,0,30,0,0.0,0.00,0,369,0,0.0,0,0,,453,104.0,Cahill,0.00,0,0.6,-1,0.0,0.0,,0,30,0.0,0.00,0.0,0,0,,0,36,0,0.0
681,Ruairi McConville,40,DEF,Brighton,0.0,1.7,0,0.0,0.0,677,660,a,501,0,False,0,0,0,519,,463,203,0.0,0.0,0,0.0,0,0,1.2,,,5,0.0,0.0,186,172,188,521,57,164,0.00,0.0,57,,5,0,189,0,0.0,0.00,0,440,0,0.0,0,0,,515,,McConville,0.00,0,0.0,0,0.0,0.0,,0,189,0.0,0.00,0.0,0,0,,0,225,0,0.0
150,Andrey Nascimento dos Santos,45,MID,Chelsea,0.0,0.0,0,0.0,0.0,661,448,u,611,0,False,0,0,0,615,0.0,592,277,0.0,0.0,0,0.0,0,0,0.0,0.0,,573,0.0,0.0,271,262,270,618,0,230,0.00,0.0,0,2024-08-05T10:16:34.176364Z,3,0,265,0,0.0,0.00,0,568,0,0.0,0,0,Has joined Strasbourg on a season-long loan,611,,Andrey Santos,0.00,0,0.0,0,0.0,0.0,,0,268,0.0,0.00,0.0,0,0,,0,295,0,0.0
151,Ângelo Gabriel Borges Damaceno,45,MID,Chelsea,0.0,0.0,0,0.0,0.0,405,440,u,604,0,False,0,0,0,608,0.0,585,271,0.0,0.0,0,0.0,0,0,0.0,0.0,,26424,0.0,0.0,265,256,264,611,5940,224,0.00,0.0,0,2024-09-05T10:38:18.297070Z,227,0,259,0,0.0,0.00,0,560,0,0.0,0,0,Transferred to Al-Nassr,604,,Ângelo,0.00,0,0.1,0,0.0,0.0,,0,262,0.0,0.00,0.0,0,0,,0,142,0,0.0
153,Benoît Badiashile,43,DEF,Chelsea,0.85,1.2,2,0.04,6.8,432,562,a,362,22,False,0,0,0,382,,499,141,0.71,0.0,0,0.04,0,0,1.2,,,12193,0.71,0.0,103,197,118,307,6490,83,0.00,0.2,471,,149,0,123,0,0.0,1.20,3,275,0,1.5,0,0,,347,73.0,B.Badiashile,0.05,1,0.1,-2,27.0,0.7,,0,126,0.7,0.05,3.4,1,0,,2,158,127,0.0
154,Lucas Bergström,40,GKP,Chelsea,0.0,0.5,0,0.0,0.0,335,642,a,485,0,False,0,0,0,503,,446,68,0.0,0.0,0,0.0,0,0,0.5,,,13530,0.0,0.0,57,30,39,504,12514,51,0.00,0.0,66,,236,0,57,0,0.0,0.00,0,422,0,0.0,0,0,,499,72.0,Bergström,0.00,0,0.2,0,0.0,0.0,,0,57,0.0,0.00,0.0,0,0,,0,48,0,0.0
155,Marcus Bettinelli,40,GKP,Chelsea,0.0,0.5,0,0.0,0.0,298,596,a,447,0,False,0,0,0,466,,407,47,0.0,0.0,0,0.0,0,0,0.5,,,13348,0.0,0.0,37,9,18,469,8573,30,0.00,0.0,47,,256,0,37,0,0.0,0.00,0,381,0,0.0,0,0,,462,241.0,Bettinelli,0.00,0,0.3,0,0.0,0.0,,0,37,0.0,0.00,0.0,0,0,,0,44,0,0.0
157,Moisés Caicedo Corozo,49,MID,Chelsea,1.25,4.8,1,0.14,174.8,164,280,a,67,220,False,0,2,1,88,,230,184,1.11,0.03,3,0.11,0,0,4.8,,,107752,1.02,0.26,47,131,53,110,187755,19,0.34,0.9,6184,,7484,0,16,3,0.0,14.70,37,45,0,3.1,2,0,,53,62.0,Caicedo,1.58,13,1.6,-1,260.0,4.3,,0,52,7.6,1.24,47.4,12,0,,2,48,1055,39.0
158,Cesare Casadei,44,MID,Chelsea,0.0,0.5,1,0.0,0.0,412,524,a,551,0,False,0,0,0,557,,526,305,0.0,0.0,0,0.0,0,0,0.5,,,18120,0.0,0.0,229,218,228,560,16562,184,0.00,0.0,533,,486,0,223,0,0.0,0.00,0,503,0,0.0,0,0,,553,106.0,Casadei,0.00,0,0.1,-1,0.0,0.0,,0,226,0.0,0.00,0.0,0,0,,0,146,0,0.0
160,Ben Chilwell,47,DEF,Chelsea,0.0,0.5,3,0.0,0.0,256,335,a,633,0,False,0,0,0,637,,617,44,0.0,0.0,0,0.0,0,0,0.5,,,74703,0.0,0.0,224,222,225,640,25088,220,0.00,0.0,547,,1013,0,225,0,0.0,0.00,0,594,0,0.0,0,0,,634,241.0,Chilwell,0.00,0,0.5,-3,0.0,0.0,,0,225,0.0,0.00,0.0,0,0,,0,94,0,0.0
161,Carney Chukwuemeka,48,MID,Chelsea,0.0,0.5,2,0.0,0.0,516,325,a,639,0,False,0,0,0,643,100.0,626,214,0.0,0.0,0,0.0,0,0,0.5,100.0,,6640,0.0,0.0,289,284,289,645,3761,257,0.00,0.0,47,2024-10-04T12:30:06.437566Z,78,0,287,0,0.0,0.00,0,606,0,0.0,0,0,,642,241.0,Chukwuemeka,0.00,0,0.0,-2,0.0,0.0,,0,288,0.0,0.00,0.0,0,0,,0,201,0,0.0
162,Levi Colwill,45,DEF,Chelsea,1.28,2.2,0,0.09,52.8,102,400,a,228,128,False,0,1,0,179,100.0,216,78,1.17,0.02,3,0.07,0,0,1.7,75.0,,288253,1.0,0.17,64,56,60,200,514039,57,0.19,0.4,8104,2024-11-12T14:30:07.619476Z,5295,0,29,2,0.0,15.40,26,176,0,2.2,0,0,,87,241.0,Colwill,1.00,14,3.1,0,210.8,1.7,,0,47,5.8,0.81,30.8,12,0,,2,42,1080,44.0
163,Marc Cucurella Saseta,50,DEF,Chelsea,1.16,1.8,0,0.1,68.6,77,196,a,190,115,False,0,0,0,232,100.0,260,21,1.09,0.0,6,0.1,0,0,1.8,100.0,,599973,0.98,0.22,85,79,49,265,368772,65,0.04,0.3,12231,2024-10-06T22:00:07.319833Z,6431,0,72,2,0.0,10.65,20,219,0,1.8,0,0,,185,200.0,Cucurella,0.97,10,4.4,0,132.4,1.3,,0,75,4.0,0.93,22.7,9,0,,2,28,827,26.0
164,David Datro Fofana,54,FWD,Chelsea,0.0,0.0,1,0.0,0.0,486,145,u,675,0,False,0,0,0,676,0.0,670,42,0.0,0.0,0,0.0,0,0,0.0,0.0,,14627,0.0,0.0,71,69,71,675,4727,70,0.00,0.0,0,2024-09-11T14:26:52.770225Z,42,0,71,0,0.0,0.00,0,663,0,0.0,0,0,Transferred to AEK Athens,676,54.0,D.D.Fofana,0.00,0,0.1,-1,0.0,0.0,,0,71,0.0,0.00,0.0,0,0,,0,64,0,0.0
165,Deivid Washington de Souza Eugênio,50,FWD,Chelsea,0.0,0.5,0,0.0,0.0,410,241,a,667,0,False,0,0,0,669,,661,54,0.0,0.0,0,0.0,0,0,0.5,,,15118,0.0,0.0,69,67,69,668,12360,68,0.00,0.0,143,,250,0,69,0,0.0,0.00,0,646,0,0.0,0,0,,668,30.0,Deivid,0.00,0,0.1,0,0.0,0.0,,0,69,0.0,0.00,0.0,0,0,,0,59,0,0.0
166,Kiernan Dewsbury-Hall,56,MID,Chelsea,2.26,0.8,4,0.06,12.4,421,103,a,331,12,False,0,0,0,408,,674,64,4.0,0.0,0,0.06,0,0,0.8,,,23142,0.0,0.0,206,306,191,413,5573,171,0.00,0.1,149,,174,0,198,0,0.0,1.13,4,351,0,1.0,0,0,,408,241.0,Dewsbury-Hall,0.03,2,0.1,-4,7.4,0.3,,0,202,0.7,0.03,2.0,0,0,,1,151,45,0.0
167,Axel Disasi,43,DEF,Chelsea,1.82,0.5,2,0.0,1.5,318,557,a,398,29,False,0,0,0,419,,497,136,0.0,0.0,0,0.0,0,0,0.5,,,44335,0.96,0.96,13,195,139,71,23490,189,0.00,0.0,339,,750,0,139,1,0.0,1.90,7,473,0,3.5,0,0,,388,73.0,Disasi,0.00,0,0.3,-2,13.0,0.0,,0,142,1.6,0.00,1.5,1,0,,0,117,94,0.0
168,Enzo Fernández,48,MID,Chelsea,0.93,6.2,2,0.29,226.1,184,319,a,39,161,False,0,2,1,75,,115,211,1.16,0.17,1,0.12,0,0,6.2,,,193753,0.9,0.13,59,75,31,145,151833,7,1.35,1.2,20757,,1779,1,41,1,0.0,7.20,31,15,0,2.8,2,0,,121,10.0,Enzo,2.29,9,1.3,-2,182.4,5.7,3.0,0,47,6.5,0.94,51.2,7,0,4.0,12,56,697,103.0
